-5000000.000000,822000000.000000,274000000.000000,1.000000
-15.200000,39.250000,15.700000,1.000000
2.000000,0.120000,0.060000,1.000000
0.000000,0.000000,0.000000,1.000000
-106.000000,32.000000,12.800000,0.000000
1.000000,0.030000,0.000000,1.000000
-4.000000,0.150000,0.050000,0.000000
3.000000,0.150000,0.000000,1.000000
2.000000,0.060000,0.000000,1.000000
4.000000,0.120000,0.060000,1.000000
0.002771,0.000002,0.000000,1.000000
0.000000,36.000000,0.000000,1.000000
3.000000,0.210000,0.070000,1.000000
13.000000,5.000000,1.500000,1.000000
-180.000000,108.000000,27.000000,0.000000
1.000000,0.050000,0.000000,1.000000
-1.000000,0.100000,0.050000,0.000000
-1.000000,0.100000,0.050000,0.000000
-3.000000,0.160000,0.040000,0.000000
-1.000000,0.050000,0.000000,0.000000
0.000000,4.320000,1.080000,1.000000
0.000000,0.000024,0.000024,1.000000
17.000000,3720.000000,930.000000,1.000000
5.000000,960.000000,960.000000,1.000000
-3140.000000,138400.000000,138400.000000,1.000000
0.000029,0.008840,0.008840,1.000000
2017.000000,408920.000000,408920.000000,1.000000
0.000000,8.000000,8.000000,1.000000
0.003400,0.432000,0.432000,1.000000
0.000000,0.000034,0.000034,1.000000
